id	num
SoyZH13_16G169903	294
SoyZH13_16G169904	294
SoyZH13_16G169905	344
SoyZH13_16G169906	453
SoyZH13_16G197702	474
SoyZH13_16G197701	504
SoyZH13_16G000200	590
SoyZH13_16G197700	653
SoyZH13_snoRNA_1389	692
SoyZH13_16G197600	701
SoyZH13_16G000300	711
SoyZH13_16G000400	782
SoyZH13_16G083600	784
SoyZH13_16G153201	806
SoyZH13_16G169907	808
SoyZH13_16G009801	825
SoyZH13_16G169902	828
SoyZH13_16G009400	845
SoyZH13_16G009500	848
SoyZH13_snoRNA_1399	853
SoyZH13_16G014900	878
SoyZH13_16G009800	881
SoyZH13_16G169908	881
SoyZH13_16G010000	889
SoyZH13_16G197101	889
SoyZH13_tRNA_0614	891
SoyZH13_16G014800	892
SoyZH13_16G015101	899
SoyZH13_16G197100	900
SoyZH13_16G153203	901
SoyZH13_16G153202	905
SoyZH13_16G015000	906
SoyZH13_16G009900	913
SoyZH13_16G009200	917
SoyZH13_16G169909	918
SoyZH13_16G003501	922
SoyZH13_16G015200	929
SoyZH13_16G196902	930
SoyZH13_16G015100	933
SoyZH13_16G003500	936
SoyZH13_16G009100	938
SoyZH13_16G009300	938
SoyZH13_16G003600	939
SoyZH13_16G009000	941
SoyZH13_16G170300	945
SoyZH13_16G170400	945
SoyZH13_16G086600	948
SoyZH13_16G170504	953
SoyZH13_16G085700	957
SoyZH13_16G003701	958
SoyZH13_16G008900	959
SoyZH13_16G170500	969
SoyZH13_16G085701	978
SoyZH13_16G081100	983
SoyZH13_16G169901	983
SoyZH13_16G000700	988
SoyZH13_16G010100	997
SoyZH13_16G003800	1002
SoyZH13_16G196901	1005
SoyZH13_16G000900	1007
SoyZH13_16G081101	1008
SoyZH13_16G170501	1011
SoyZH13_snRNA_119	1019
SoyZH13_16G000800	1020
SoyZH13_16G005700	1021
SoyZH13_16G010300	1022
SoyZH13_16G010200	1023
SoyZH13_16G005200	1029
SoyZH13_16G098400	1029
SoyZH13_16G003400	1032
SoyZH13_16G001200	1033
SoyZH13_16G000600	1034
SoyZH13_16G081102	1037
SoyZH13_16G170503	1041
SoyZH13_16G083100	1044
SoyZH13_16G000500	1045
SoyZH13_16G087700	1056
SoyZH13_16G086302	1063
SoyZH13_16G001000	1064
SoyZH13_16G003900	1066
SoyZH13_16G008800	1066
SoyZH13_16G087402	1069
SoyZH13_16G087800	1075
SoyZH13_16G010400	1082
SoyZH13_16G087100	1090
SoyZH13_16G083500	1091
SoyZH13_16G003300	1092
SoyZH13_16G086500	1092
SoyZH13_16G081003	1095
SoyZH13_16G196700	1095
