id	num
SoyZH13_07G074404	405
SoyZH13_07G074405	413
SoyZH13_07G000100	416
SoyZH13_07G074406	435
SoyZH13_07G156300	453
SoyZH13_07G074407	490
SoyZH13_07G152000	626
SoyZH13_07G151900	632
SoyZH13_07G074408	649
SoyZH13_07G000200	663
SoyZH13_07G151801	673
SoyZH13_07G256400	673
SoyZH13_07G233102	675
SoyZH13_07G233400	676
SoyZH13_07G256500	684
SoyZH13_07G233401	686
SoyZH13_07G155800	691
SoyZH13_07G157100	692
SoyZH13_07G233101	722
SoyZH13_07G164401	728
SoyZH13_07G157101	730
SoyZH13_07G256700	732
SoyZH13_07G153305	734
SoyZH13_07G256300	741
SoyZH13_07G156400	742
SoyZH13_07G156903	744
SoyZH13_07G165202	748
SoyZH13_07G157803	754
SoyZH13_07G164400	755
SoyZH13_07G074403	756
SoyZH13_07G153400	757
SoyZH13_07G152100	760
SoyZH13_07G074409	761
SoyZH13_07G165201	762
SoyZH13_07G152500	764
SoyZH13_07G165203	765
SoyZH13_07G256600	767
SoyZH13_07G152101	770
SoyZH13_07G168300	773
SoyZH13_07G007700	775
SoyZH13_07G257000	779
SoyZH13_07G157804	782
SoyZH13_07G155700	783
SoyZH13_07G156902	786
SoyZH13_07G166700	795
SoyZH13_07G007900	801
SoyZH13_07G007800	802
SoyZH13_07G157200	804
SoyZH13_snoRNA_621	804
SoyZH13_07G007500	807
SoyZH13_07G008000	807
SoyZH13_07G023100	807
SoyZH13_07G256000	808
SoyZH13_snoRNA_628	810
SoyZH13_07G153500	811
SoyZH13_07G247700	812
SoyZH13_07G256200	812
SoyZH13_snoRNA_626	812
SoyZH13_07G008100	813
SoyZH13_07G247300	814
SoyZH13_snoRNA_622	815
SoyZH13_07G000300	819
SoyZH13_07G023101	819
SoyZH13_07G156900	819
SoyZH13_07G257200	819
SoyZH13_07G155600	821
SoyZH13_snoRNA_627	822
SoyZH13_07G001200	823
SoyZH13_07G165300	824
SoyZH13_07G166601	824
SoyZH13_07G243300	824
SoyZH13_07G240900	825
SoyZH13_07G156901	826
SoyZH13_07G157401	827
SoyZH13_07G153303	831
SoyZH13_07G256800	832
SoyZH13_07G243000	834
SoyZH13_07G247200	835
SoyZH13_07G233600	836
SoyZH13_07G233500	837
SoyZH13_07G157801	839
SoyZH13_07G243100	841
SoyZH13_07G157402	842
SoyZH13_07G165200	842
SoyZH13_07G001500	844
SoyZH13_07G247400	844
SoyZH13_07G151800	846
SoyZH13_07G157802	846
SoyZH13_07G000402	847
SoyZH13_07G247600	847
SoyZH13_07G257300	847
SoyZH13_07G166800	848
SoyZH13_07G007400	852
SoyZH13_07G074500	853
SoyZH13_07G018400	856
SoyZH13_07G074402	856
SoyZH13_07G233100	858
SoyZH13_07G242901	859
SoyZH13_07G247500	859
SoyZH13_tRNA_0254	859
SoyZH13_07G154700	860
SoyZH13_07G000401	864
SoyZH13_07G240800	864
SoyZH13_07G001300	865
SoyZH13_07G005901	865
SoyZH13_07G018500	866
SoyZH13_07G000400	872
SoyZH13_07G233000	873
SoyZH13_07G246901	874
SoyZH13_07G156401	875
SoyZH13_07G168500	875
SoyZH13_07G107700	878
SoyZH13_07G001400	879
SoyZH13_07G001700	880
SoyZH13_07G233800	880
SoyZH13_07G074600	881
SoyZH13_07G240500	882
SoyZH13_07G243200	883
SoyZH13_07G000700	884
SoyZH13_07G007200	884
SoyZH13_07G233900	884
SoyZH13_07G001800	886
SoyZH13_07G006100	886
SoyZH13_07G150301	886
SoyZH13_07G150500	886
SoyZH13_07G225500	886
SoyZH13_07G240600	886
SoyZH13_07G243400	886
SoyZH13_07G154701	887
SoyZH13_07G235600	887
SoyZH13_07G008200	889
SoyZH13_07G246900	889
SoyZH13_07G157400	891
SoyZH13_07G001600	893
SoyZH13_07G240300	893
SoyZH13_07G006600	894
SoyZH13_07G165100	897
SoyZH13_07G154702	898
SoyZH13_07G018600	901
SoyZH13_07G150300	902
SoyZH13_07G236200	902
SoyZH13_07G006000	903
SoyZH13_07G007100	903
SoyZH13_07G007300	904
SoyZH13_07G152103	904
SoyZH13_07G241000	904
SoyZH13_07G018300	906
SoyZH13_07G153201	907
SoyZH13_07G001100	908
SoyZH13_07G006200	908
SoyZH13_07G007000	908
SoyZH13_07G235900	908
SoyZH13_07G242900	908
SoyZH13_07G247800	909
SoyZH13_07G255800	910
SoyZH13_07G018700	912
SoyZH13_07G156402	912
SoyZH13_07G001900	913
SoyZH13_07G158000	914
SoyZH13_07G166900	914
SoyZH13_07G248000	914
SoyZH13_07G151503	915
SoyZH13_snoRNA_629	915
SoyZH13_07G000800	916
SoyZH13_07G246300	917
SoyZH13_07G156002	918
SoyZH13_07G235700	918
SoyZH13_snoRNA_615	918
SoyZH13_07G150401	919
SoyZH13_07G231400	919
SoyZH13_07G017800	920
SoyZH13_07G153302	920
SoyZH13_07G231200	923
SoyZH13_07G151502	924
SoyZH13_07G240200	924
SoyZH13_07G246800	924
SoyZH13_07G246400	925
SoyZH13_snoRNA_617	926
SoyZH13_07G236000	928
SoyZH13_07G151500	929
SoyZH13_07G225200	929
SoyZH13_07G246600	929
SoyZH13_07G253701	929
SoyZH13_07G005803	930
SoyZH13_07G222400	930
SoyZH13_07G225400	930
SoyZH13_tRNA_0253	930
SoyZH13_07G018000	931
SoyZH13_07G018800	931
SoyZH13_07G246200	931
SoyZH13_07G034101	932
SoyZH13_07G153300	932
SoyZH13_07G234000	932
SoyZH13_snoRNA_616	932
SoyZH13_snoRNA_637	932
SoyZH13_07G150800	933
SoyZH13_07G151501	933
SoyZH13_07G225003	933
SoyZH13_07G168400	934
SoyZH13_07G235200	934
SoyZH13_07G235800	934
SoyZH13_07G150202	935
SoyZH13_07G165400	935
SoyZH13_07G151405	936
SoyZH13_07G002000	939
SoyZH13_07G017700	939
SoyZH13_07G018200	939
SoyZH13_snoRNA_596	939
SoyZH13_07G158102	940
SoyZH13_07G230800	940
SoyZH13_07G005700	941
SoyZH13_07G006700	942
SoyZH13_07G005800	943
SoyZH13_07G235100	943
SoyZH13_07G253600	943
SoyZH13_07G158100	944
SoyZH13_07G246700	944
SoyZH13_07G164300	945
SoyZH13_07G234700	945
SoyZH13_07G149601	946
SoyZH13_07G153304	946
SoyZH13_07G157900	946
SoyZH13_07G235000	947
SoyZH13_07G253900	947
SoyZH13_07G005802	948
SoyZH13_07G158901	949
SoyZH13_07G244200	949
SoyZH13_07G006400	950
SoyZH13_07G017900	950
SoyZH13_07G158101	951
SoyZH13_07G240100	953
SoyZH13_07G247900	953
SoyZH13_07G225300	954
SoyZH13_07G238200	954
SoyZH13_07G002100	955
SoyZH13_07G244300	956
SoyZH13_07G006300	957
SoyZH13_07G152102	957
SoyZH13_07G242800	959
SoyZH13_miRNA_120	961
SoyZH13_07G005900	962
SoyZH13_07G006500	962
SoyZH13_07G018900	962
SoyZH13_07G168100	964
SoyZH13_07G234900	964
SoyZH13_07G222300	966
SoyZH13_07G230400	966
SoyZH13_07G240700	967
SoyZH13_07G253500	967
SoyZH13_07G230700	968
SoyZH13_miRNA_121	970
SoyZH13_07G239500	971
SoyZH13_07G005801	972
SoyZH13_07G225002	972
SoyZH13_07G230600	972
SoyZH13_07G006800	973
SoyZH13_snoRNA_652	973
SoyZH13_07G235500	975
SoyZH13_07G239600	975
SoyZH13_miRNA_122	976
SoyZH13_07G238300	977
SoyZH13_07G243500	978
SoyZH13_07G150302	979
SoyZH13_07G168700	980
SoyZH13_07G231300	980
SoyZH13_07G254600	980
SoyZH13_07G018100	981
SoyZH13_07G151601	981
SoyZH13_07G002200	982
SoyZH13_07G150501	982
SoyZH13_07G245000	982
SoyZH13_07G153301	984
SoyZH13_07G241201	984
SoyZH13_07G242200	984
SoyZH13_07G246100	984
SoyZH13_07G248200	984
SoyZH13_07G074401	985
SoyZH13_07G151602	985
SoyZH13_07G230000	985
SoyZH13_07G239400	985
SoyZH13_07G151600	986
SoyZH13_07G235300	986
SoyZH13_07G253700	986
SoyZH13_07G254000	986
SoyZH13_07G234600	987
SoyZH13_07G230500	988
SoyZH13_07G168600	990
SoyZH13_07G225001	991
SoyZH13_07G234100	991
SoyZH13_snoRNA_620	992
SoyZH13_07G027600	993
SoyZH13_07G226000	993
SoyZH13_07G234200	993
SoyZH13_07G241300	993
SoyZH13_07G242500	994
SoyZH13_07G019100	995
SoyZH13_07G105700	996
SoyZH13_07G161801	996
SoyZH13_07G241401	996
SoyZH13_07G254500	996
SoyZH13_tRNA_0251	996
SoyZH13_07G236302	997
SoyZH13_07G236500	997
SoyZH13_07G151700	998
SoyZH13_07G238000	998
SoyZH13_07G000900	999
SoyZH13_07G164700	999
SoyZH13_07G230900	999
SoyZH13_07G241400	999
SoyZH13_07G244100	1000
SoyZH13_07G022900	1002
SoyZH13_07G235400	1002
SoyZH13_07G008201	1003
SoyZH13_snoRNA_614	1003
SoyZH13_07G163908	1004
SoyZH13_07G254300	1004
SoyZH13_tRNA_0252	1004
SoyZH13_07G234201	1005
SoyZH13_07G239801	1005
SoyZH13_07G254200	1005
SoyZH13_07G168000	1006
SoyZH13_07G253800	1006
SoyZH13_07G011600	1007
SoyZH13_07G150602	1007
SoyZH13_07G222501	1007
SoyZH13_07G026800	1008
SoyZH13_07G150600	1008
SoyZH13_07G154600	1008
SoyZH13_07G156501	1008
SoyZH13_07G230501	1008
SoyZH13_07G012101	1009
SoyZH13_07G012102	1009
SoyZH13_07G019000	1009
SoyZH13_07G160601	1009
SoyZH13_07G257400	1009
SoyZH13_snoRNA_641	1009
SoyZH13_07G162801	1010
SoyZH13_07G160301	1011
SoyZH13_07G239300	1011
SoyZH13_07G242300	1011
SoyZH13_snoRNA_613	1011
SoyZH13_07G149301	1012
SoyZH13_07G257800	1012
SoyZH13_07G241200	1013
SoyZH13_07G163600	1014
SoyZH13_07G164200	1014
SoyZH13_07G244400	1017
SoyZH13_07G017502	1019
SoyZH13_07G160900	1019
SoyZH13_07G246000	1019
SoyZH13_07G023200	1020
SoyZH13_07G231700	1020
SoyZH13_07G222500	1021
SoyZH13_07G231500	1021
SoyZH13_07G248100	1021
SoyZH13_snoRNA_597	1021
SoyZH13_07G150601	1022
SoyZH13_07G222000	1022
SoyZH13_07G230100	1022
SoyZH13_07G012100	1023
SoyZH13_07G226200	1023
SoyZH13_07G019200	1024
SoyZH13_07G141400	1025
SoyZH13_07G162800	1025
SoyZH13_07G230200	1025
SoyZH13_07G005000	1026
SoyZH13_07G005001	1027
SoyZH13_07G148201	1027
SoyZH13_07G245702	1027
SoyZH13_07G251802	1027
SoyZH13_07G003400	1028
SoyZH13_07G022800	1028
SoyZH13_07G236100	1028
SoyZH13_07G245700	1028
SoyZH13_07G005400	1029
SoyZH13_07G105801	1029
SoyZH13_07G230300	1029
SoyZH13_07G236301	1029
SoyZH13_07G008400	1030
SoyZH13_07G107800	1031
SoyZH13_07G167501	1031
SoyZH13_07G011700	1032
SoyZH13_07G221800	1032
SoyZH13_07G225800	1032
SoyZH13_07G233700	1032
SoyZH13_07G245701	1032
SoyZH13_07G160600	1034
SoyZH13_07G221700	1034
SoyZH13_07G221900	1034
SoyZH13_07G011500	1035
SoyZH13_07G103400	1035
SoyZH13_07G006900	1036
SoyZH13_07G232900	1036
SoyZH13_07G156700	1037
SoyZH13_07G242100	1038
SoyZH13_07G151404	1039
SoyZH13_07G153701	1039
SoyZH13_07G153800	1039
SoyZH13_07G231600	1039
SoyZH13_07G231100	1040
SoyZH13_snoRNA_640	1040
SoyZH13_07G234800	1041
SoyZH13_07G238400	1041
SoyZH13_07G244900	1041
SoyZH13_07G005002	1042
SoyZH13_07G106000	1042
SoyZH13_07G167500	1043
SoyZH13_07G245400	1043
SoyZH13_07G002400	1044
SoyZH13_07G002500	1044
SoyZH13_07G158700	1044
SoyZH13_07G243800	1044
SoyZH13_07G005200	1045
SoyZH13_07G221600	1045
SoyZH13_07G231601	1045
SoyZH13_07G243900	1046
SoyZH13_07G005600	1048
SoyZH13_07G105600	1048
SoyZH13_07G011800	1049
SoyZH13_07G164102	1049
SoyZH13_07G197700	1049
SoyZH13_07G221100	1049
SoyZH13_07G160000	1050
SoyZH13_07G239000	1051
SoyZH13_tRNA_0264	1052
