id	num
SoyZH13_15G077200	942
SoyZH13_15G054000	943
SoyZH13_15G098600	943
SoyZH13_15G098701	943
SoyZH13_15G118800	943
SoyZH13_15G046600	945
SoyZH13_15G042900	946
SoyZH13_15G063200	946
SoyZH13_15G063800	946
SoyZH13_15G000900	948
SoyZH13_15G063400	948
SoyZH13_15G195103	948
SoyZH13_15G063600	949
SoyZH13_15G015601	950
SoyZH13_15G055101	950
SoyZH13_15G196202	950
SoyZH13_15G015300	951
SoyZH13_15G200303	952
SoyZH13_15G041200	955
SoyZH13_15G076600	955
SoyZH13_15G016800	956
SoyZH13_15G060700	957
SoyZH13_15G118100	957
SoyZH13_15G195100	957
SoyZH13_15G051900	958
SoyZH13_15G024800	959
SoyZH13_15G043200	960
SoyZH13_15G104400	960
SoyZH13_15G060100	961
SoyZH13_15G001800	962
SoyZH13_15G002201	962
SoyZH13_15G082400	962
SoyZH13_snRNA_108	962
SoyZH13_15G104500	963
SoyZH13_15G125901	963
SoyZH13_snRNA_107	963
SoyZH13_15G190600	964
SoyZH13_15G193101	965
SoyZH13_15G116500	966
SoyZH13_tRNA_0584	966
SoyZH13_15G060200	967
SoyZH13_15G076800	967
SoyZH13_15G118500	967
SoyZH13_15G089100	969
SoyZH13_15G030400	970
SoyZH13_15G059700	971
SoyZH13_15G000006	972
SoyZH13_15G061800	972
SoyZH13_15G061900	972
SoyZH13_15G077300	972
SoyZH13_15G002800	973
SoyZH13_15G090600	974
SoyZH13_15G196201	974
SoyZH13_15G063000	976
SoyZH13_15G090500	976
SoyZH13_15G091400	976
SoyZH13_15G026400	977
SoyZH13_15G112000	977
SoyZH13_15G026100	978
SoyZH13_tRNA_0590	978
SoyZH13_15G015900	979
SoyZH13_15G031600	979
SoyZH13_15G033300	979
SoyZH13_tRNA_0577	979
SoyZH13_15G054700	981
SoyZH13_15G046900	982
SoyZH13_15G099100	982
SoyZH13_15G106101	982
SoyZH13_15G016900	983
SoyZH13_15G060000	984
SoyZH13_15G114701	984
SoyZH13_15G037100	985
SoyZH13_15G042300	985
SoyZH13_15G030600	986
SoyZH13_15G111800	987
SoyZH13_snoRNA_1325	987
SoyZH13_15G016000	988
SoyZH13_15G032500	988
SoyZH13_15G001700	989
SoyZH13_15G036800	989
SoyZH13_15G041100	989
SoyZH13_15G042400	989
SoyZH13_15G195102	989
SoyZH13_15G061700	991
SoyZH13_15G080600	991
SoyZH13_15G114400	991
SoyZH13_15G116600	991
SoyZH13_15G118700	991
SoyZH13_15G060500	992
SoyZH13_15G101300	992
SoyZH13_15G024600	993
SoyZH13_15G027600	993
SoyZH13_15G043600	993
SoyZH13_15G060600	993
SoyZH13_15G061600	993
SoyZH13_15G099200	993
SoyZH13_15G099300	994
SoyZH13_15G002801	995
SoyZH13_15G006000	995
SoyZH13_15G041000	995
SoyZH13_15G105800	995
SoyZH13_snRNA_106	995
SoyZH13_15G027900	996
SoyZH13_15G051700	996
SoyZH13_15G026500	997
SoyZH13_15G060800	997
SoyZH13_15G016200	998
SoyZH13_15G025000	998
SoyZH13_15G064100	998
SoyZH13_15G118000	998
SoyZH13_15G105200	999
SoyZH13_15G016700	1000
SoyZH13_15G024401	1001
SoyZH13_15G001801	1002
SoyZH13_15G016401	1002
SoyZH13_15G064000	1002
SoyZH13_15G118900	1002
SoyZH13_15G016600	1003
SoyZH13_15G060501	1003
SoyZH13_15G111801	1003
SoyZH13_15G106801	1004
SoyZH13_15G114200	1004
SoyZH13_15G063100	1005
SoyZH13_15G076700	1005
SoyZH13_15G105100	1005
SoyZH13_15G104700	1007
SoyZH13_15G000800	1008
SoyZH13_15G105700	1008
SoyZH13_15G191001	1008
SoyZH13_15G024400	1009
SoyZH13_15G032600	1009
SoyZH13_15G104600	1010
SoyZH13_15G182901	1010
SoyZH13_15G033200	1011
SoyZH13_15G073400	1011
SoyZH13_15G080700	1011
SoyZH13_15G190400	1011
SoyZH13_snoRNA_1288	1011
SoyZH13_snoRNA_1289	1011
SoyZH13_snoRNA_1331	1011
SoyZH13_15G024500	1012
SoyZH13_15G033600	1012
SoyZH13_15G101400	1012
SoyZH13_15G195300	1012
SoyZH13_15G106600	1013
SoyZH13_15G033500	1014
SoyZH13_15G073401	1014
SoyZH13_15G101200	1014
SoyZH13_15G195600	1014
SoyZH13_tRNA_0575	1014
SoyZH13_snoRNA_1283	1014
SoyZH13_15G015200	1015
SoyZH13_15G038900	1015
SoyZH13_15G105900	1015
SoyZH13_15G114700	1015
SoyZH13_tRNA_0580	1015
SoyZH13_15G016400	1016
SoyZH13_15G037000	1016
SoyZH13_15G041701	1016
SoyZH13_15G058400	1017
SoyZH13_snoRNA_1338	1017
SoyZH13_15G073600	1018
SoyZH13_15G119100	1018
SoyZH13_snoRNA_1290	1018
SoyZH13_15G001400	1019
SoyZH13_15G033800	1019
SoyZH13_15G090400	1019
SoyZH13_15G111500	1019
SoyZH13_15G073301	1020
SoyZH13_15G066300	1021
SoyZH13_15G076500	1021
SoyZH13_15G191201	1021
SoyZH13_15G073300	1022
SoyZH13_15G076200	1022
SoyZH13_15G105000	1022
SoyZH13_15G018200	1023
SoyZH13_15G114600	1023
SoyZH13_15G116700	1024
SoyZH13_15G032700	1025
SoyZH13_15G054800	1025
SoyZH13_15G059900	1025
SoyZH13_15G106100	1025
SoyZH13_15G114501	1025
SoyZH13_15G066600	1026
SoyZH13_15G192700	1026
SoyZH13_15G016500	1027
SoyZH13_15G024900	1027
SoyZH13_15G030800	1027
SoyZH13_15G114500	1027
SoyZH13_15G002200	1028
SoyZH13_15G042701	1028
SoyZH13_15G077000	1028
SoyZH13_15G118600	1028
SoyZH13_miRNA_257	1028
SoyZH13_15G027800	1029
SoyZH13_15G001502	1030
SoyZH13_15G092100	1030
SoyZH13_snRNA_109	1030
SoyZH13_15G050700	1031
SoyZH13_15G040900	1032
SoyZH13_15G042600	1032
SoyZH13_15G059000	1032
SoyZH13_15G067601	1032
SoyZH13_15G073500	1032
SoyZH13_15G077301	1032
SoyZH13_15G106000	1032
SoyZH13_15G178002	1033
SoyZH13_15G003600	1034
SoyZH13_15G033700	1034
SoyZH13_15G106900	1034
SoyZH13_15G113900	1034
SoyZH13_15G018300	1035
SoyZH13_15G015000	1036
SoyZH13_15G042800	1036
SoyZH13_15G076300	1036
SoyZH13_15G033400	1037
SoyZH13_15G058500	1037
SoyZH13_15G197104	1037
SoyZH13_15G025100	1038
SoyZH13_15G052100	1038
SoyZH13_15G073700	1038
SoyZH13_15G086901	1038
SoyZH13_15G077100	1039
SoyZH13_15G125903	1039
SoyZH13_15G000700	1040
SoyZH13_15G032800	1040
SoyZH13_15G119000	1040
SoyZH13_15G197101	1040
SoyZH13_15G197102	1040
SoyZH13_15G002802	1041
SoyZH13_15G032300	1041
SoyZH13_15G073001	1041
SoyZH13_15G093900	1041
SoyZH13_15G105300	1041
SoyZH13_15G018400	1042
SoyZH13_15G016100	1043
SoyZH13_15G033100	1043
SoyZH13_15G101100	1043
SoyZH13_15G001001	1044
SoyZH13_15G060201	1044
SoyZH13_15G091200	1044
SoyZH13_15G091300	1044
SoyZH13_15G055600	1045
SoyZH13_15G064200	1045
SoyZH13_15G107700	1045
SoyZH13_15G111400	1046
SoyZH13_15G016300	1047
SoyZH13_15G197103	1047
SoyZH13_15G099700	1049
SoyZH13_snoRNA_1329	1049
SoyZH13_15G031700	1050
SoyZH13_15G041800	1050
SoyZH13_15G043300	1050
SoyZH13_15G073200	1050
SoyZH13_15G113800	1050
SoyZH13_15G132500	1050
SoyZH13_15G015100	1051
SoyZH13_15G036900	1051
SoyZH13_15G055100	1051
SoyZH13_15G094000	1051
SoyZH13_15G106700	1051
SoyZH13_15G190200	1051
SoyZH13_15G018500	1052
SoyZH13_15G050800	1052
SoyZH13_15G052000	1052
SoyZH13_15G098700	1052
SoyZH13_15G111600	1052
SoyZH13_15G111700	1052
SoyZH13_15G003300	1053
SoyZH13_15G091700	1053
SoyZH13_snoRNA_1327	1053
SoyZH13_15G107500	1054
SoyZH13_15G025300	1055
SoyZH13_15G044202	1056
SoyZH13_15G067700	1056
SoyZH13_15G041700	1057
SoyZH13_15G077600	1057
SoyZH13_15G100400	1057
SoyZH13_15G106400	1057
SoyZH13_15G106500	1057
SoyZH13_15G051600	1058
SoyZH13_15G042700	1059
SoyZH13_15G106800	1059
SoyZH13_15G002804	1060
SoyZH13_15G025901	1060
SoyZH13_15G037200	1060
SoyZH13_15G066301	1060
SoyZH13_15G111900	1060
SoyZH13_15G027700	1061
SoyZH13_15G054500	1061
SoyZH13_15G059200	1061
SoyZH13_15G073002	1061
SoyZH13_15G077601	1061
SoyZH13_15G124300	1061
SoyZH13_15G125902	1061
SoyZH13_15G044201	1062
SoyZH13_15G044300	1062
SoyZH13_15G091900	1062
SoyZH13_15G026000	1063
SoyZH13_15G042403	1063
SoyZH13_15G055700	1063
SoyZH13_15G197400	1063
SoyZH13_15G041900	1064
SoyZH13_15G058700	1064
SoyZH13_15G100800	1064
SoyZH13_15G043800	1065
SoyZH13_15G106300	1065
SoyZH13_15G114502	1066
SoyZH13_snoRNA_1340	1066
SoyZH13_15G112600	1067
SoyZH13_15G192000	1067
SoyZH13_15G025400	1068
SoyZH13_15G037400	1068
SoyZH13_15G099900	1068
SoyZH13_15G043801	1069
SoyZH13_15G034700	1070
SoyZH13_15G049900	1070
SoyZH13_15G194902	1070
SoyZH13_15G058800	1071
SoyZH13_15G064400	1071
SoyZH13_15G092200	1071
SoyZH13_15G092201	1071
SoyZH13_15G100600	1071
SoyZH13_15G100700	1071
SoyZH13_15G105500	1071
SoyZH13_15G073900	1072
SoyZH13_15G000500	1073
SoyZH13_15G100300	1073
SoyZH13_15G114100	1074
SoyZH13_15G051401	1075
SoyZH13_15G093700	1075
SoyZH13_15G094100	1075
SoyZH13_15G125400	1075
SoyZH13_15G007300	1076
SoyZH13_15G104800	1076
SoyZH13_15G112100	1076
SoyZH13_15G000007	1077
SoyZH13_15G062100	1077
SoyZH13_15G035200	1078
SoyZH13_15G043700	1078
SoyZH13_15G091000	1078
SoyZH13_snoRNA_1316	1078
SoyZH13_15G033900	1079
SoyZH13_15G043100	1079
SoyZH13_15G062000	1079
SoyZH13_15G062201	1079
SoyZH13_15G080500	1080
SoyZH13_15G117500	1080
SoyZH13_15G025900	1081
SoyZH13_15G103800	1081
SoyZH13_15G182900	1081
SoyZH13_15G044400	1082
SoyZH13_15G055000	1082
SoyZH13_15G090900	1083
SoyZH13_15G100500	1083
SoyZH13_15G117600	1083
SoyZH13_tRNA_0553	1083
SoyZH13_15G050600	1084
SoyZH13_15G062800	1084
SoyZH13_15G066900	1084
SoyZH13_15G090700	1084
SoyZH13_15G100900	1084
SoyZH13_15G042402	1085
SoyZH13_15G067600	1085
SoyZH13_15G067801	1085
SoyZH13_15G090800	1085
SoyZH13_15G034600	1086
SoyZH13_15G035600	1086
SoyZH13_15G067000	1086
SoyZH13_15G074000	1086
SoyZH13_15G093701	1086
SoyZH13_15G094400	1086
SoyZH13_15G086600	1087
SoyZH13_15G042000	1089
SoyZH13_15G059300	1089
SoyZH13_15G091600	1089
SoyZH13_15G194603	1089
SoyZH13_15G014900	1090
SoyZH13_15G038600	1090
SoyZH13_15G099600	1090
SoyZH13_15G111300	1090
SoyZH13_15G062200	1091
SoyZH13_15G025200	1093
SoyZH13_15G099400	1093
SoyZH13_15G200302	1093
SoyZH13_15G064500	1094
SoyZH13_15G094500	1094
SoyZH13_15G105400	1094
SoyZH13_15G112200	1094
SoyZH13_15G002803	1095
SoyZH13_15G066400	1095
SoyZH13_15G092000	1095
SoyZH13_15G107400	1095
SoyZH13_15G036300	1096
SoyZH13_15G032400	1097
SoyZH13_15G044200	1097
SoyZH13_15G050100	1097
SoyZH13_15G066200	1097
SoyZH13_15G094200	1097
SoyZH13_15G105600	1097
SoyZH13_15G036100	1098
SoyZH13_15G092401	1098
SoyZH13_15G113500	1098
SoyZH13_15G107200	1099
SoyZH13_tRNA_0582	1099
SoyZH13_15G034000	1100
SoyZH13_15G113700	1100
SoyZH13_tRNA_0587	1100
SoyZH13_15G047200	1101
SoyZH13_15G066101	1101
SoyZH13_15G112300	1101
SoyZH13_15G194901	1101
SoyZH13_15G031900	1102
SoyZH13_15G065400	1102
SoyZH13_15G007702	1103
SoyZH13_15G049801	1103
SoyZH13_15G059600	1104
SoyZH13_15G082700	1104
SoyZH13_15G103900	1104
SoyZH13_15G034200	1105
SoyZH13_15G058300	1105
SoyZH13_15G062601	1105
SoyZH13_15G082300	1105
SoyZH13_15G101500	1105
SoyZH13_15G107000	1105
SoyZH13_tRNA_0558	1105
SoyZH13_15G067800	1106
SoyZH13_15G094202	1106
SoyZH13_15G191300	1106
SoyZH13_15G111200	1107
SoyZH13_15G112401	1107
SoyZH13_15G194900	1107
SoyZH13_15G047100	1108
SoyZH13_15G054900	1109
SoyZH13_15G066000	1109
SoyZH13_15G066800	1109
SoyZH13_15G197105	1109
SoyZH13_snoRNA_1342	1109
SoyZH13_15G037600	1112
SoyZH13_15G082600	1112
SoyZH13_15G112402	1112
SoyZH13_15G036500	1113
SoyZH13_15G089000	1113
SoyZH13_15G194800	1113
SoyZH13_15G094201	1114
SoyZH13_15G007701	1115
SoyZH13_15G032200	1115
SoyZH13_15G044100	1115
SoyZH13_15G050300	1115
SoyZH13_15G064800	1115
SoyZH13_15G092300	1115
SoyZH13_15G100000	1115
SoyZH13_15G100200	1115
SoyZH13_15G134900	1115
SoyZH13_15G003500	1117
SoyZH13_15G014400	1117
SoyZH13_15G050900	1117
SoyZH13_15G059100	1117
SoyZH13_15G092600	1117
SoyZH13_15G107800	1117
SoyZH13_15G117000	1117
SoyZH13_15G190500	1117
SoyZH13_15G042401	1118
SoyZH13_15G047201	1118
SoyZH13_15G053800	1118
SoyZH13_15G064300	1118
SoyZH13_15G100100	1118
SoyZH13_15G002100	1119
SoyZH13_15G107600	1119
SoyZH13_15G036600	1120
SoyZH13_15G059400	1120
SoyZH13_15G002000	1121
SoyZH13_15G035500	1121
SoyZH13_15G058600	1122
SoyZH13_15G091100	1122
SoyZH13_15G099800	1123
SoyZH13_15G039100	1124
SoyZH13_15G204901	1124
SoyZH13_snoRNA_1309	1124
SoyZH13_15G014500	1125
SoyZH13_15G028000	1125
SoyZH13_tRNA_0586	1125
SoyZH13_snoRNA_1348	1126
SoyZH13_15G113600	1127
SoyZH13_tRNA_0560	1127
SoyZH13_15G121700	1128
SoyZH13_15G028100	1129
SoyZH13_15G036200	1129
SoyZH13_15G066500	1129
SoyZH13_15G204902	1129
SoyZH13_15G067200	1130
SoyZH13_15G107300	1130
SoyZH13_snoRNA_1328	1131
SoyZH13_15G058200	1132
SoyZH13_15G067100	1132
SoyZH13_15G077800	1132
SoyZH13_15G007600	1133
SoyZH13_15G113400	1133
SoyZH13_15G035400	1134
SoyZH13_15G042100	1135
SoyZH13_15G080200	1135
SoyZH13_15G082000	1135
SoyZH13_15G032000	1136
SoyZH13_15G053900	1136
SoyZH13_15G194602	1136
SoyZH13_15G007700	1137
SoyZH13_15G058900	1138
SoyZH13_15G062400	1138
SoyZH13_15G080400	1138
SoyZH13_15G037300	1139
SoyZH13_15G047202	1139
SoyZH13_15G073800	1139
SoyZH13_15G091500	1139
SoyZH13_15G042200	1140
SoyZH13_15G080100	1141
SoyZH13_15G092700	1141
SoyZH13_15G050000	1142
SoyZH13_15G035301	1143
SoyZH13_15G056200	1143
SoyZH13_15G082500	1143
SoyZH13_15G091800	1143
SoyZH13_15G044900	1144
SoyZH13_15G093200	1144
SoyZH13_15G191000	1144
SoyZH13_15G194100	1144
SoyZH13_15G012900	1145
SoyZH13_15G066700	1145
SoyZH13_15G124400	1145
SoyZH13_15G125500	1145
SoyZH13_15G037500	1146
SoyZH13_15G047600	1146
SoyZH13_15G092800	1146
SoyZH13_15G096800	1146
SoyZH13_15G025800	1147
SoyZH13_15G035101	1147
SoyZH13_15G065000	1147
SoyZH13_15G024201	1148
SoyZH13_15G036400	1148
SoyZH13_15G126100	1148
SoyZH13_15G014800	1149
SoyZH13_tRNA_0548	1149
SoyZH13_15G025600	1150
SoyZH13_15G047901	1150
SoyZH13_15G051400	1150
SoyZH13_15G062300	1150
SoyZH13_15G066100	1150
SoyZH13_15G040301	1151
SoyZH13_15G044500	1151
SoyZH13_15G048100	1151
SoyZH13_15G117800	1151
SoyZH13_15G122000	1151
SoyZH13_15G134800	1151
SoyZH13_15G007500	1152
SoyZH13_15G058000	1152
SoyZH13_15G093800	1153
SoyZH13_15G035000	1154
SoyZH13_15G117700	1154
SoyZH13_15G124100	1154
SoyZH13_15G001900	1155
SoyZH13_15G044800	1155
SoyZH13_15G178001	1155
SoyZH13_15G014600	1156
SoyZH13_15G035300	1156
SoyZH13_15G035700	1156
SoyZH13_15G038500	1156
SoyZH13_15G046800	1156
SoyZH13_15G047203	1156
SoyZH13_15G080300	1156
SoyZH13_15G192800	1156
SoyZH13_snoRNA_1333	1156
SoyZH13_15G012800	1157
SoyZH13_15G047700	1157
SoyZH13_15G050400	1157
SoyZH13_15G057900	1157
SoyZH13_15G034800	1158
SoyZH13_15G037800	1158
SoyZH13_15G041300	1158
SoyZH13_15G047500	1158
SoyZH13_15G098000	1159
SoyZH13_15G036700	1160
SoyZH13_15G045000	1160
SoyZH13_15G114000	1160
SoyZH13_15G050500	1161
SoyZH13_15G192203	1161
SoyZH13_snoRNA_1311	1161
SoyZH13_15G107100	1162
SoyZH13_15G014200	1163
SoyZH13_15G067300	1163
SoyZH13_15G107900	1163
SoyZH13_15G085401	1165
SoyZH13_15G037700	1166
SoyZH13_15G034300	1167
SoyZH13_15G080800	1167
SoyZH13_15G014002	1168
SoyZH13_15G068500	1168
SoyZH13_snoRNA_1284	1168
SoyZH13_15G000008	1169
SoyZH13_15G034500	1170
SoyZH13_15G064700	1170
SoyZH13_miRNA_255	1170
SoyZH13_miRNA_256	1170
SoyZH13_15G013100	1171
SoyZH13_15G092400	1171
SoyZH13_15G097501	1171
SoyZH13_15G192903	1171
SoyZH13_15G013000	1172
SoyZH13_15G041500	1172
SoyZH13_15G125900	1172
SoyZH13_15G059500	1173
SoyZH13_15G192204	1173
SoyZH13_15G035401	1174
SoyZH13_15G086800	1175
SoyZH13_15G035900	1176
SoyZH13_15G072400	1176
SoyZH13_snoRNA_1322	1176
SoyZH13_15G074400	1177
SoyZH13_15G014300	1178
SoyZH13_15G085100	1178
SoyZH13_15G112500	1178
SoyZH13_15G093500	1179
SoyZH13_15G062500	1180
SoyZH13_15G101700	1180
SoyZH13_15G044700	1181
SoyZH13_15G068000	1182
SoyZH13_15G086700	1182
SoyZH13_15G086300	1183
SoyZH13_15G112601	1183
SoyZH13_15G120400	1183
SoyZH13_15G084701	1184
SoyZH13_15G010000	1185
SoyZH13_15G013500	1186
SoyZH13_15G044600	1186
SoyZH13_15G068300	1186
SoyZH13_15G088900	1186
SoyZH13_15G132401	1186
SoyZH13_15G040700	1187
SoyZH13_15G048000	1187
SoyZH13_15G097800	1188
SoyZH13_15G121900	1188
SoyZH13_15G013600	1189
SoyZH13_15G047800	1189
SoyZH13_15G065900	1189
SoyZH13_15G068600	1189
SoyZH13_15G085600	1189
SoyZH13_15G093400	1189
SoyZH13_snoRNA_1341	1189
SoyZH13_15G030200	1190
SoyZH13_15G052201	1190
SoyZH13_15G001000	1192
SoyZH13_15G051300	1192
SoyZH13_15G088800	1192
SoyZH13_15G097502	1192
SoyZH13_15G064900	1193
SoyZH13_15G093300	1193
SoyZH13_miRNA_258	1193
SoyZH13_15G049800	1194
SoyZH13_15G062600	1194
SoyZH13_15G111100	1195
SoyZH13_15G120300	1196
SoyZH13_15G014001	1197
SoyZH13_15G047900	1197
SoyZH13_15G062900	1197
SoyZH13_15G125700	1197
SoyZH13_15G014000	1198
SoyZH13_15G034900	1198
SoyZH13_15G068200	1198
SoyZH13_15G082800	1198
SoyZH13_15G108200	1198
SoyZH13_15G025700	1199
SoyZH13_15G079800	1199
SoyZH13_15G101900	1199
SoyZH13_15G012700	1200
SoyZH13_15G068001	1200
SoyZH13_15G058100	1201
SoyZH13_15G069500	1201
SoyZH13_15G121800	1201
SoyZH13_15G112400	1202
SoyZH13_15G065100	1204
SoyZH13_15G148100	1204
SoyZH13_15G013200	1205
SoyZH13_15G035100	1205
SoyZH13_15G040200	1205
SoyZH13_15G086500	1205
SoyZH13_15G113100	1205
SoyZH13_snoRNA_1286	1205
SoyZH13_snoRNA_1287	1205
SoyZH13_15G039200	1206
SoyZH13_15G030300	1208
SoyZH13_15G050200	1208
SoyZH13_15G191301	1208
SoyZH13_15G194000	1208
SoyZH13_15G009900	1209
SoyZH13_15G048200	1209
SoyZH13_15G051000	1209
SoyZH13_15G084400	1209
SoyZH13_15G110400	1209
SoyZH13_15G117900	1209
SoyZH13_15G132900	1209
SoyZH13_15G073000	1210
SoyZH13_15G086101	1210
SoyZH13_15G093100	1210
SoyZH13_15G132700	1210
SoyZH13_15G013300	1211
SoyZH13_15G112602	1211
SoyZH13_15G182802	1211
SoyZH13_snoRNA_1314	1211
SoyZH13_15G052200	1212
SoyZH13_15G081600	1212
SoyZH13_15G077900	1213
SoyZH13_15G195601	1213
SoyZH13_15G038800	1214
SoyZH13_15G011200	1215
SoyZH13_15G049000	1215
SoyZH13_15G000009	1216
SoyZH13_15G011100	1217
SoyZH13_15G065700	1217
SoyZH13_15G049100	1218
SoyZH13_15G041600	1219
SoyZH13_15G035800	1220
SoyZH13_15G068400	1220
SoyZH13_15G085400	1220
SoyZH13_15G113300	1221
SoyZH13_15G072900	1223
SoyZH13_15G103500	1223
SoyZH13_15G067500	1224
SoyZH13_15G068800	1224
SoyZH13_15G079204	1224
SoyZH13_15G124600	1224
SoyZH13_15G251600	1224
SoyZH13_15G007900	1225
SoyZH13_15G011601	1225
SoyZH13_15G069600	1225
SoyZH13_15G101800	1225
SoyZH13_15G012400	1226
SoyZH13_15G081900	1226
SoyZH13_15G092900	1226
SoyZH13_15G003800	1227
SoyZH13_15G075800	1227
SoyZH13_15G085700	1227
SoyZH13_15G008000	1228
SoyZH13_15G074300	1228
SoyZH13_15G085200	1228
SoyZH13_15G093000	1228
SoyZH13_15G040100	1230
SoyZH13_15G069901	1230
SoyZH13_15G072600	1231
SoyZH13_15G122100	1231
SoyZH13_15G124800	1231
SoyZH13_15G181800	1231
SoyZH13_15G048700	1232
SoyZH13_15G068100	1232
SoyZH13_15G069800	1232
