id	num
SoyZH13_snoRNA_140	29
SoyZH13_snoRNA_143	206
SoyZH13_02G121700	243
SoyZH13_02G121701	245
SoyZH13_02G120806	260
SoyZH13_02G120805	292
SoyZH13_02G120807	313
SoyZH13_02G121702	334
SoyZH13_02G120804	337
SoyZH13_02G288101	352
SoyZH13_02G000001	362
SoyZH13_02G288100	371
SoyZH13_02G000002	400
SoyZH13_02G000003	400
SoyZH13_02G000004	501
SoyZH13_02G288000	526
SoyZH13_02G121703	538
SoyZH13_02G153601	546
SoyZH13_02G287801	560
SoyZH13_02G287802	560
SoyZH13_02G120803	571
SoyZH13_snoRNA_153	582
SoyZH13_02G168201	593
SoyZH13_02G055700	604
SoyZH13_02G287800	607
SoyZH13_02G055701	608
SoyZH13_02G153602	609
SoyZH13_02G122200	626
SoyZH13_02G055503	635
SoyZH13_02G120802	638
SoyZH13_02G055500	639
SoyZH13_02G055400	651
SoyZH13_02G055800	653
SoyZH13_02G287700	657
SoyZH13_02G055900	665
SoyZH13_02G287500	666
SoyZH13_02G055501	669
SoyZH13_02G144500	669
SoyZH13_02G156101	671
SoyZH13_snoRNA_131	680
SoyZH13_02G055502	686
SoyZH13_02G287201	690
SoyZH13_02G000500	691
SoyZH13_02G287100	691
SoyZH13_02G287600	691
SoyZH13_02G000101	694
SoyZH13_02G287000	696
SoyZH13_snoRNA_132	696
SoyZH13_02G148501	699
SoyZH13_02G055300	700
SoyZH13_02G000200	701
SoyZH13_02G099100	707
SoyZH13_02G000700	709
SoyZH13_02G141202	712
SoyZH13_02G000100	713
SoyZH13_tRNA_0036	713
SoyZH13_02G285500	715
SoyZH13_02G287202	717
SoyZH13_02G152800	722
SoyZH13_02G000400	724
SoyZH13_02G141501	724
SoyZH13_02G154601	724
SoyZH13_02G156200	729
SoyZH13_02G147900	730
SoyZH13_02G148500	731
SoyZH13_02G122201	735
SoyZH13_02G141201	737
SoyZH13_02G141400	738
SoyZH13_02G148200	745
SoyZH13_02G066800	746
SoyZH13_02G141500	757
SoyZH13_02G154602	760
SoyZH13_02G150702	764
SoyZH13_02G144600	765
SoyZH13_02G147200	765
SoyZH13_02G000300	766
SoyZH13_02G134300	766
SoyZH13_snoRNA_152	766
SoyZH13_02G066600	768
SoyZH13_02G285600	769
SoyZH13_02G287200	769
SoyZH13_02G154600	772
SoyZH13_02G000800	773
SoyZH13_02G018400	773
SoyZH13_02G144700	773
SoyZH13_02G146701	773
SoyZH13_02G134400	774
SoyZH13_02G148100	774
SoyZH13_02G018300	775
SoyZH13_02G134700	776
SoyZH13_tRNA_0073	776
SoyZH13_02G134200	777
SoyZH13_02G134800	777
SoyZH13_02G148000	778
SoyZH13_02G149101	785
SoyZH13_02G066500	786
SoyZH13_02G285100	786
SoyZH13_02G135100	787
SoyZH13_02G154500	787
SoyZH13_02G257800	792
SoyZH13_02G285700	792
SoyZH13_02G018200	793
SoyZH13_02G146703	793
SoyZH13_snoRNA_148	795
SoyZH13_02G285300	796
SoyZH13_tRNA_0035	796
SoyZH13_02G257600	797
SoyZH13_02G056000	798
SoyZH13_02G080900	801
SoyZH13_02G135000	801
SoyZH13_02G018100	804
SoyZH13_02G142100	804
SoyZH13_02G099200	808
SoyZH13_02G106100	809
SoyZH13_02G141200	809
SoyZH13_02G095800	810
SoyZH13_02G081301	811
SoyZH13_02G098801	811
SoyZH13_tRNA_0085	811
SoyZH13_02G275301	812
SoyZH13_02G081300	813
SoyZH13_02G150102	813
SoyZH13_02G151700	813
SoyZH13_02G055200	814
SoyZH13_02G139600	815
SoyZH13_02G098500	816
SoyZH13_02G112000	816
SoyZH13_02G122300	817
SoyZH13_02G146702	817
SoyZH13_02G244900	819
SoyZH13_02G140000	821
SoyZH13_02G244800	821
SoyZH13_02G099300	824
SoyZH13_02G274900	824
SoyZH13_02G282702	825
SoyZH13_02G095600	826
SoyZH13_02G144800	827
SoyZH13_02G146800	827
SoyZH13_02G151500	827
SoyZH13_02G245000	827
SoyZH13_miRNA_038	828
SoyZH13_02G275000	829
SoyZH13_02G142000	832
SoyZH13_02G257900	832
SoyZH13_02G258000	833
SoyZH13_miRNA_037	834
SoyZH13_snoRNA_129	834
SoyZH13_02G139900	835
SoyZH13_02G285400	835
SoyZH13_02G148400	837
SoyZH13_02G282701	838
SoyZH13_02G177900	841
SoyZH13_02G081100	842
SoyZH13_02G106300	843
SoyZH13_02G150101	843
SoyZH13_snoRNA_142	843
SoyZH13_02G106200	844
SoyZH13_02G141900	844
SoyZH13_02G098800	845
SoyZH13_02G149200	847
SoyZH13_snoRNA_160	847
SoyZH13_02G245100	848
SoyZH13_02G061800	851
SoyZH13_02G095700	851
SoyZH13_02G099400	851
SoyZH13_02G066202	853
SoyZH13_02G081000	853
SoyZH13_02G066201	854
SoyZH13_02G139800	855
SoyZH13_02G098700	857
SoyZH13_02G055100	858
SoyZH13_02G149100	858
SoyZH13_02G282600	858
SoyZH13_02G098600	859
SoyZH13_02G066400	860
SoyZH13_02G141800	860
SoyZH13_02G152602	860
SoyZH13_snoRNA_158	861
SoyZH13_02G061500	862
SoyZH13_02G080800	863
SoyZH13_02G001000	864
SoyZH13_02G061700	864
SoyZH13_02G136300	865
SoyZH13_tRNA_0057	865
SoyZH13_02G230000	866
SoyZH13_02G142200	868
SoyZH13_02G249700	868
SoyZH13_02G274800	868
SoyZH13_02G066200	871
SoyZH13_02G066000	872
SoyZH13_02G112200	873
SoyZH13_02G132400	874
SoyZH13_02G147300	874
SoyZH13_02G150100	874
SoyZH13_miRNA_039	874
SoyZH13_02G061600	875
SoyZH13_02G099500	875
SoyZH13_02G081302	876
SoyZH13_02G112100	876
SoyZH13_02G139201	877
SoyZH13_02G177800	877
SoyZH13_02G258100	877
SoyZH13_snoRNA_149	877
SoyZH13_02G066100	879
SoyZH13_02G106301	879
SoyZH13_02G139400	879
SoyZH13_02G282700	879
SoyZH13_02G041000	880
SoyZH13_02G141100	882
SoyZH13_02G274600	883
SoyZH13_02G062000	885
SoyZH13_02G134100	885
SoyZH13_02G136200	885
SoyZH13_02G286900	886
SoyZH13_tRNA_0069	886
SoyZH13_02G101601	887
SoyZH13_02G134900	890
SoyZH13_02G230400	892
SoyZH13_miRNA_047	892
SoyZH13_02G142601	893
SoyZH13_02G149201	893
SoyZH13_02G152601	893
SoyZH13_02G099600	895
SoyZH13_02G101700	895
SoyZH13_02G144900	895
SoyZH13_02G273100	897
SoyZH13_02G053200	898
SoyZH13_02G274000	898
SoyZH13_02G040401	899
SoyZH13_02G151100	901
SoyZH13_02G230200	901
SoyZH13_02G273800	901
SoyZH13_tRNA_0040	901
SoyZH13_02G106000	902
SoyZH13_02G273200	902
SoyZH13_02G274700	902
SoyZH13_02G163100	903
SoyZH13_02G040700	904
SoyZH13_02G107001	904
