id	num
SoyZH13_10G000001	44
SoyZH13_snoRNA_823	109
SoyZH13_10G000002	166
SoyZH13_10G081700	189
SoyZH13_10G107300	211
SoyZH13_10G000003	216
SoyZH13_snoRNA_832	318
SoyZH13_10G000004	343
SoyZH13_10G107301	380
SoyZH13_10G106804	396
SoyZH13_10G113504	488
SoyZH13_10G081110	518
SoyZH13_10G081701	521
SoyZH13_10G113503	531
SoyZH13_10G107302	543
SoyZH13_10G113505	553
SoyZH13_10G097502	593
SoyZH13_10G107303	635
SoyZH13_10G107304	643
SoyZH13_10G189101	673
SoyZH13_10G097501	682
SoyZH13_10G081109	694
SoyZH13_10G276501	708
SoyZH13_snoRNA_837	716
SoyZH13_10G091701	733
SoyZH13_10G191200	757
SoyZH13_miRNA_188	758
SoyZH13_10G245300	762
SoyZH13_10G245400	764
SoyZH13_10G189200	765
SoyZH13_10G097700	770
SoyZH13_10G124000	770
SoyZH13_10G177401	775
SoyZH13_10G208800	775
SoyZH13_10G189100	776
SoyZH13_10G124800	777
SoyZH13_10G189400	779
SoyZH13_10G245401	783
SoyZH13_10G245402	784
SoyZH13_10G208801	787
SoyZH13_10G001000	789
SoyZH13_10G255700	790
SoyZH13_10G177400	794
SoyZH13_10G113506	801
SoyZH13_10G124100	804
SoyZH13_10G094902	806
SoyZH13_10G094901	807
SoyZH13_10G095103	807
SoyZH13_10G199102	807
SoyZH13_10G177700	809
SoyZH13_10G255800	810
SoyZH13_10G255400	816
SoyZH13_10G124700	817
SoyZH13_10G113502	819
SoyZH13_10G189300	823
SoyZH13_10G208600	823
SoyZH13_10G000200	824
SoyZH13_10G106803	828
SoyZH13_10G245600	829
SoyZH13_10G023400	832
SoyZH13_10G208300	833
SoyZH13_10G091801	834
SoyZH13_10G208402	835
SoyZH13_10G245500	836
SoyZH13_10G258502	836
SoyZH13_10G022701	839
SoyZH13_10G208900	839
SoyZH13_10G258501	839
SoyZH13_10G256000	840
SoyZH13_10G245601	841
SoyZH13_10G177500	842
SoyZH13_10G191300	843
SoyZH13_10G189000	845
SoyZH13_10G208700	846
SoyZH13_tRNA_0378	846
SoyZH13_10G095400	847
SoyZH13_10G255600	847
SoyZH13_miRNA_178	849
SoyZH13_10G023300	850
SoyZH13_10G107800	850
SoyZH13_10G208401	852
SoyZH13_10G255900	853
SoyZH13_10G001101	855
SoyZH13_10G255701	855
SoyZH13_10G008301	856
SoyZH13_10G245200	856
SoyZH13_10G255100	857
SoyZH13_10G258503	857
SoyZH13_10G184400	858
SoyZH13_10G255200	858
SoyZH13_10G191400	860
SoyZH13_10G255300	862
SoyZH13_10G124101	863
SoyZH13_10G123900	865
SoyZH13_10G199300	865
SoyZH13_10G022700	867
SoyZH13_10G008300	868
SoyZH13_10G089800	868
SoyZH13_10G258201	869
SoyZH13_10G093200	870
SoyZH13_10G177600	873
SoyZH13_10G208400	878
SoyZH13_10G258202	879
SoyZH13_10G113800	880
SoyZH13_10G123600	880
SoyZH13_10G186900	881
SoyZH13_10G008303	882
SoyZH13_10G023500	882
SoyZH13_10G245800	882
SoyZH13_10G124303	883
SoyZH13_10G187101	883
SoyZH13_10G124302	885
SoyZH13_10G199500	885
SoyZH13_10G022800	887
SoyZH13_10G247300	887
SoyZH13_10G023100	888
SoyZH13_10G184300	889
SoyZH13_10G258100	889
SoyZH13_10G023200	890
SoyZH13_10G023900	890
SoyZH13_10G177200	890
SoyZH13_10G015400	892
SoyZH13_10G209100	892
SoyZH13_10G186600	894
SoyZH13_10G184200	895
SoyZH13_10G243300	895
SoyZH13_10G258000	897
SoyZH13_10G258200	897
SoyZH13_10G008302	898
SoyZH13_10G094500	898
SoyZH13_10G222300	899
SoyZH13_10G015500	901
SoyZH13_snoRNA_907	901
SoyZH13_10G124300	902
SoyZH13_10G199101	902
SoyZH13_10G008200	903
SoyZH13_10G015600	903
SoyZH13_10G089900	903
SoyZH13_snoRNA_842	903
SoyZH13_10G255000	904
SoyZH13_10G100401	905
SoyZH13_10G184500	905
SoyZH13_10G199400	906
SoyZH13_10G023000	909
SoyZH13_10G245700	909
SoyZH13_10G008201	910
SoyZH13_10G222000	911
SoyZH13_10G209000	912
SoyZH13_10G093900	915
SoyZH13_10G231900	916
SoyZH13_10G177300	917
SoyZH13_10G230000	917
SoyZH13_10G276500	917
SoyZH13_snoRNA_884	918
SoyZH13_snoRNA_924	919
SoyZH13_10G081108	920
SoyZH13_10G089701	920
SoyZH13_10G199600	921
SoyZH13_10G160502	922
SoyZH13_10G245900	922
SoyZH13_10G124304	923
SoyZH13_10G247400	924
SoyZH13_10G256100	926
SoyZH13_10G019500	927
SoyZH13_10G022200	927
SoyZH13_10G230100	927
SoyZH13_10G167301	928
SoyZH13_10G177100	928
SoyZH13_snoRNA_914	928
SoyZH13_10G187201	929
SoyZH13_10G257900	929
SoyZH13_10G160501	930
SoyZH13_10G247200	930
SoyZH13_10G095000	931
SoyZH13_10G177000	931
SoyZH13_10G183701	931
SoyZH13_10G248100	931
SoyZH13_10G186700	932
SoyZH13_10G189500	932
SoyZH13_10G247600	932
SoyZH13_10G164201	933
SoyZH13_10G254900	933
SoyZH13_10G177900	934
SoyZH13_10G001301	935
SoyZH13_10G091800	935
SoyZH13_10G221900	935
SoyZH13_10G238900	935
SoyZH13_snoRNA_825	936
SoyZH13_snoRNA_826	936
SoyZH13_10G008100	937
SoyZH13_snoRNA_850	938
SoyZH13_10G001100	940
SoyZH13_10G024000	940
SoyZH13_10G038301	940
SoyZH13_snoRNA_917	940
SoyZH13_10G113801	941
SoyZH13_10G208100	942
SoyZH13_tRNA_0357	942
SoyZH13_10G000800	944
SoyZH13_10G124502	944
SoyZH13_10G022500	945
SoyZH13_10G183801	945
SoyZH13_tRNA_0356	945
SoyZH13_10G166200	946
SoyZH13_10G222100	946
SoyZH13_10G229002	946
SoyZH13_10G187200	948
SoyZH13_10G231800	948
SoyZH13_10G000300	950
SoyZH13_10G187600	950
SoyZH13_10G123800	951
SoyZH13_10G178000	951
SoyZH13_10G248200	952
SoyZH13_10G000700	953
SoyZH13_10G013600	953
SoyZH13_10G166600	953
SoyZH13_snRNA_081	953
SoyZH13_10G093201	954
SoyZH13_10G243200	954
SoyZH13_10G246400	955
SoyZH13_10G274201	955
SoyZH13_10G020200	956
SoyZH13_10G089901	957
SoyZH13_10G186800	957
SoyZH13_10G022900	958
SoyZH13_10G230200	959
SoyZH13_miRNA_186	959
SoyZH13_tRNA_0370	959
SoyZH13_snoRNA_906	960
SoyZH13_10G008304	961
SoyZH13_10G183800	961
SoyZH13_10G019400	962
SoyZH13_10G220900	963
SoyZH13_10G247800	963
SoyZH13_snoRNA_827	963
SoyZH13_10G104401	964
SoyZH13_10G198900	964
SoyZH13_tRNA_0349	964
SoyZH13_10G247100	965
SoyZH13_snoRNA_828	965
SoyZH13_10G015201	967
SoyZH13_10G238800	967
SoyZH13_10G183802	968
SoyZH13_10G187202	968
SoyZH13_10G168200	969
SoyZH13_10G257701	969
SoyZH13_10G019700	970
SoyZH13_10G186500	970
SoyZH13_10G274300	971
SoyZH13_10G117900	972
SoyZH13_10G167200	972
SoyZH13_snoRNA_865	973
SoyZH13_10G024200	974
SoyZH13_10G220700	974
SoyZH13_10G260700	974
SoyZH13_snoRNA_916	974
SoyZH13_10G221300	975
SoyZH13_10G239000	975
SoyZH13_10G256200	975
SoyZH13_10G261300	975
SoyZH13_10G220800	976
SoyZH13_10G019800	977
SoyZH13_10G187700	977
SoyZH13_10G244900	977
SoyZH13_10G258400	977
SoyZH13_10G167300	978
SoyZH13_10G169600	978
SoyZH13_10G199000	978
SoyZH13_10G247700	978
SoyZH13_10G186201	979
SoyZH13_10G246300	979
SoyZH13_10G023800	980
SoyZH13_10G024301	981
